,review
863,absolut perfect product deliv exactli describ flaw pleasant smell work like wonder follow instruct exactli lighten hair bleach advic wear glove volum stain skin small critic bottl littl less product colour hair quit thick long hair easili get two bottl perfect
864,product specif match detail amazon buzzer sound indic light either wait like fool estim disinfect cycl claim last minut want minut either minut minut without indic hope genuin uv light claim fals count well godrej could worst
865,sleep mode oper batteri life day
866,full natur sandal smell
867,tea test tast tea companion sinc mani decad littl bit adrak pudina leav one littl pinch powder cardamon stick add milk separ heat see differ heavenli tire day though addict tea found particular tea much enjoy light thank
868,good soap give suffici lather clean bodi also leav good fragranc
869,bought month back call leather loos colour plz buy peopl loos name brand
870,issu qualiti ghee litr ghee suppos consum span month product sent made dec alreadi month pass mean consum litr ghee span two month expect fresh packet disappoint seller
871,great hair
872,origin fastrack watch st copi pleas buy insid watch part shake found went shop cut chain shopkeep told origin
873,product good start first time took sever hour start instal properli list step read peopl might find help unwrap packag properli look damag find set key attach plastic sachet use key open locker white cover near button panel open insert key insid locker find manual wall mount knot side keypad panel contain batteri space need aa batteri led start insert batteri see posit neg mark side insert batteri accord charg respect close batteri lid led automat start work batteri lid need small screw get fix u find screw plastic packet use anoth aftermarket screw mayb screw present insid locker mechan locker mechan screw unlock particular open given mount knot insid locker locker readi use remov key use led unlock lock default password pleas donot appli pressur tri press firm bolt locker mechan locker open let motor locker work locker show error messag consult user manual note pleas calm thing properli els might damag product
874,nice product
875,awesom mom use soap apart love new rang rose fragranc amaz
876,bought ml pack local shop tri love fragranc leav babi hair smooth love linger smell order ml pack amazon rs one bought local store thick almost gel like consist even spill even cap open lie realli squeez one bought amazon wateri runni spill instant without even squeez bottl seal bottl tell content genuin tamper mayb dilut know
877,excel soap tfm amaz scent tri tri anoth soap
878,time fav product
879,noth extraordinari soap expect much cool name tag feel anyth cool use soap overal bad also good fragranc avg
880,u may reciev coke slightli damag transit origin price afford good deal good price special corona beat heat soft drink serv chill cool beverag
881,hi cut open pack realli amaz ghee qualiti usual assum patanjali product low poor qualiti sinc manufactur indigen may alreadi habitu use costli product may find price hike much ghee assur qualiti realli authent imag ghee ghee thick pale white color tast delici aroma authent long shelf life howev recent start make full cream cow milk ghee home definit recommend everyon tri ghee
882,product defect front keypad panel sit properli immedi observ receiv open product defect report amazon arrang replac inform amazon check confirm product resent defect order
883,shown pictur valu money quick deliveri
884,good
885,dark bitter one sweet suger fill fake chocol lover leagu stick sugar candi extrem hard find anyth dark india even extrem prici caus low quantiti product thank amul true dark chocol afford price nb love textur feel chocol realli happi updat finish pack less day order anoth love textur chocol mouth truli love
886,seem like got fake product consum didnt find effect bodi even feel like consum rice hull serious one check qualiti
887,bought rs instead rs know qualiti tata tea well tri product qon
888,star product write neg review product receiv overpr product wherea print price less also manufactur expiri date eras intent
889,doubt product awesom avail reason price comparison serum even better amazon streax tell extract without upper cap obvious may fault either manufactur compani amazon packag overal find solut popup serum bottl
890,fastrack sale servic poor still product awsm n stylish use last half year
891,good spici young peopl like old children strong mix normal tea better
892,noth gentl shampoo himalaya disclos entir ingredi list contain methylchloroisothiazolinon proven toxic cheat consum like
893,bitter silpl word need terribl word describ think go beyond cocao know two bar lighter note guy think twice order rd degre tortur gener public use might help militari tortur terrorist terrorist would speak everyth eat return sugar joke apart guy best cheapest get well done amul realli tast india
894,scent good
895,need feedback establish amul pamper tast bud sinc decad love product butter brand market ever use
896,valu money got rs per piec
897,initi thought face wash wast money lather use month anyway start notic lot differ skin made skin soft n dri patch face reduc dri skin rather hydrat skin along clean best face wash peopl sensit n dri skin
898,bad smell recommend
899,ghee market tran fat amul mother dairi nestl tran fat bad health surpirsingli patanajali ghee without tran fat
900,origin societi tea blue packet better one salti tast make tea horribl premium qualiti price increas deterior qualiti
901,leav hair dri wash compulsari use condition
902,cintol year premium soap moistur etc good sent soap last long sometim feel long use
903,got genuin product good packag safe handl use band sinc month face issu batteri life perform function like distanc heart rate calori step tracker accur time display call whatsapp text notif connect band iphon idea perform differ connect android smartphon batteri life almost day fulli charg sensor insid watch work fine band help find phone lost track sleep time well display phone hope help
904,use tata tea premium regulari bought tata tea gold give tri see strong flavour aroma tast someth differ howev could feel much differ rather less like premium tea infact premium better
905,first time order got fake watch confirm shopkeep weight match colour variat serial number logo contact amazon custom care servic return day reorder watch final got origin fastrack watch hope review help goutham kittu
906,hello everyon pleas buy product look moistur work great moistur job claim iam write review month usag realis product ml avail origin websit mamaearth figur purchas ml origin websit mamaearth ingredi compar ingredi ml ml ml contain chemic ml consist essenti oil great scent ml bottl great smell coz chemic ad ml bottl smell essenti oil might like hardli chemic ad figur use ml purchas amazon use exactli month bottl got look buy anoth one went mamaearth origin site figur would recommend compar ingredi buy amazon
907,poor qualiti seem adulter fake product
908,qualiti ok expect tata tea gold tajmah type tast qualiti averag dust tea averag tast aroma
909,ok
910,wonder product use littl produc enough lather
911,godrej fail deliv qualiti expect perfum spray last day day ga come refil smell perfum less get kind perfum smell room buy also wrote complaint godrej consum product regard issu sell inferior qualiti product meet reput
912,leav hair dri wash compulsari use condition
913,bought product experienc bad prickli heat thought menthol would help although feel minti feel hope still well pleas scent nice refresh bear like use male medicin smell feel though skin dri crack prickli heat symptom gone like product suggest friend famili
914,tast good got good tast juic consumpt good practic health
915,basic chocol everyon first tast badli regret buy tast nowher near chocol would find market even slightest hint kind sweet peopl would find gross ate could feel rich realis decad chocol chocol
916,love longet product purpl could find everi semi perman dye first time use product turn realli pretti bleach hair twice import bleach hair level total blond dilut colour alway take ratio blonder develop get best result
917,fack product money westeg
918,receiv open product bottl less quantiti fear may duplic contamin sinc alreadi open himalaya powder good product one receiv good may problem seller amazon guidelin appoint seller
919,patanjali alway awesom
920,much better dettol burn doctor recommend dettol anyway use multipl way regular use cut bruis use add floor wash bucket clean need
921,worst thing buy wast money land soap lead dri skin bath feel like use use name like millennium soap make soap millennium buy product like nutregena forest essenti rather buy particular soap
922,bakwa product jab product mere pass aya date par ho chuka tha babi ke sath kyu khel rahe ho amazon
923,write review use around day seem natur chemic free gentl skin job clean skin properli contain tea tree one favourit ingredi skin care give tri definit better chemic contain face wash even afford compar natur brand avail market
924,alway use dettol handwash pink one alway better use person feel soften dettol handwash smell also better foam develop better dettol
925,product good paid mrp n
926,tea rs per kg contain dust rate add dust ctc granul margin busi still compani provid sub standard ctc instead bopsm go yo buy
927,display big expect also function wise option also display horizont perpendicular hand difficult view way use time time return day receiv comment portion notic step tracker updat late step step updat updat time interv expect convent wristband today market
928,godrej fail deliv qualiti expect perfum spray last day day ga come refil smell perfum less get kind perfum smell room buy also wrote complaint godrej consum product regard issu sell inferior qualiti product meet reput
929,like band give almost accur heart rate good batteri life good amol top decent look broad daylight read may improv audio integr give excit feel factor
930,berri flavour blast kid love best part perfectli fine swallow made safe ingredi toothpast introduc kid mamaearth berri blast toothpast safe toxin free kid love berri tast brush one best flourid free tooth past avail kid buy right away
931,review maggi review maggi icon anyon born review pack better larg pack store open last longer regular pack eight close disadvantag plastic usag regular pack tenconclus go consum maggi longer period time one finish pack ten within week buy regular larg pack save plastic pollut
932,never purchas varieti alway use dettol antisept liquid lock vanish local medicin store move onlin even difficult get one also howev lot attempt got use shave purpos think equal good antisept varieti leav fresh fell wash face leav refresh fragranc mix bath water much pleas use varieti buy futur
933,bought thrice love
934,amul old trust brand typic purchas mother dairi amul ghee depend upon one better price per kg offer usual good qualiti ghee issu amazon good deliveri mumbai prime pantri complaint go disappoint
935,star product write neg review product receiv overpr product wherea print price less also manufactur expiri date eras intent
936,bought hair oil view mani good comment product good enough first expens second thing amount product low half bottl ye bottl complet fill oil cheat custom mamaearth trust fool peopl know brand good enough go buy product brand thumb mamaearth onion oil
937,good n long last scent ok ok product
938,ten sachet pack along measur cup ml water make one cup tea per sachet tast individu prefer found tea made girnar sachet tasti
939,care imag mislead look like offer diff size talcum powder wherea seller give one larg size expect receiv diff size talcum powder big shock think seller must take note provid correct product imag
940,indefinit lockdown paneer definit saviour best part expiri date almost day help stock store paneer use need actual possibl fresh dairi paneer soft like fresh paneer still tast good enough made tandoori chines recip use block paneer keep reorder
941,ok price fragranc averag
942,good
943,paper boat juic excel poor avail amazon packet receiv total damag
944,tri product majorli name ingredi first time compani abl get product base ancient secret recip dadi nani person like super dri skin perfect product hydrat skin thoroughli give instant fresh like way ubtan give good super dri super sensit skin love product kudo mamaearth amaz thought behind product
945,amaz fragranc
946,guy cant believ realli work face like magic love memaearth bye bye one see n pic much differ brought feb march month face spot lighten n face becam fair n dark spot r less love memaearth plz go n tri valu money
947,end give beauti colour use style n brown lesser time orangish kept fr long orang golden u experi storb home cheap rate great result use britt simpli wherev u want glove n damg hair takecar u oil spa regularli lighter hair tend look rough go follow instruct given usag chang ur look mt
948,amul famou slogan ofcours favourit utterli butterli delici amul
949,easi oper instal head break thing repeat call godrej custom care final came day charg rupe instal good small stuff light weight henc need mount cupboard wall otherwis light enough carri run best thing got deal
950,nice watch price wonder happi purchas
951,temper product seal broken develop bottl shampoo condition even shampoo oil disappoint
952,one best disinfect ever use strong menthol smell love multipurpos liquid use clean laundri wipe floor use shave cleans razor kitchen bathroom clean ad bath water take bath mind menthol smell mind good old detail antisept liquid come clear bottl green cap handi cut wound disinfect liquid use household clean use wash machin along normal liquid deterg let tell cloth smell amaz wash would recommend tri like strong menthol smell love star product
953,good product
954,nice frager bought differ varient pure sandalwood oil use use sandalwood varient good improv skin complexion updat rose n jasmin typeon oldest brand
955,tri differ onion oil hair hair healthi product liter chang textur scalp realli happi result come nice color packag definit recommend one everyon look onion oil review follow instagram insi lovemyself
956,recent visit rel dubai tast societi masala tea st time simpli love found real ingredi like cinnamon cardamom ginger etc written box order tea india got back shock see real ingredi box say ad flovor disgust find sold india export abroad total differ wish could return tea unfortun amazon accept return food item
957,product worst use duplic ghee parcel mix mani thing ghee threw outsid hate
958,firstli thank amazon deliv essenti item lockdown red zone imposs think onlin product deliveri current situat issu product
959,product give burn sensat forget remov wrinkl age sign even got red path rash face day use huge himalaya fan product big
960,receiv product safe n intact first time receiv old date product tea powder month older ketchup also month older ketchup use within month kg order sir order purchas tata tea powder two month ago product receiv mfg date receiv mfg productsloos faith groceri order
961,first thought great valu low price use realis fake one guy product dilut better give money buy real product rather save money get fake one
962,tasti tea use long
963,bought came search vegan lotion howev continu buy lightweight quickli absorb live desert impress much hydrat skin thank amazon
964,tri make whip cream realli turn well use cake decor turn realli well
965,full chamic
966,perfect look bought friend color combin fab goe indian western outfit casual profession look amaz product
967,biscuit crush throw half biscuit dust total loss bought amazon prime unhappi purchas
968,go bought dad use year titan watch durabl mainten servic batteri hasnt die yet go price also reason
969,realli start appreci brand product made realli work well best part made safe ingredi babi soap enrich good goat milk oatmeal shea butter coconut base cleanser skin toddler feel soft bath shape soap perfect littl one hold well tear formula soap work great gentl skin fragranc amaz highli recommend moistur bath mommi daddi special recommend toddler phase want independ bath
970,fantast product must essenti leav good frangranc cloth ofcours hygein wise pli mark
971,packet look like leak wet open seal fragranc last day start strong smell within week fade
972,good use sometim caus faceburn slightli skin highli sensit may bcoz
973,zero rate old outdat soap packag tear box open alreadi request amazon plz take back may caus skin diseas plz though polici otherwis contact consum court product qualiti plan pan test product
974,tata agni tea valu money mrp overal good buy recommend buy product go cheaper tea
975,good
976,damag product found seal broken differ quantiti bottl
977,best product kid
978,gem father wrist year seen moder use lot water lash titan survivor father love chang leather strap due excess use avail cheap worth valu
979,acn prone oili skin thought product help reduc also stop breakout review month use product use
980,
981,conveni store one need buy everi day assur qualiti curd fantast store ltr forget day
982,satisfi expect less fragranc qualiti upto mark brand good check
983,look realli nice great wear formal surpris gift satisfi product
984,look nice
985,someon like alway fanci upon get hair get colour see peopl color highlight hair go parlor salon alway hard budget live work middl class famili final decid get packet hair highlight research surf variou youtub video come product let review pro give good color highlight kept minut note minut enough dark black hair color stay month lighten time month appli hair color would suggest use henna mehendi hour hair nourish hair also give good result highlight hair person tip satisfi color highlight hair want remov use anti dandruff shampoo time wash hair also godrej hair dye black avail powder sachet also effect remov highlight con one sachet enough even short hair purchas sachet want proper result note girl shoulder length hair would suggest sachet give much highlight effect want get notic other normal hair like chemic hair color damag hair make hair rough verdict ok give tri want color highlight hair home would rather suggest spend buck get hair highlight parlor salon better result find review help pleas click ye help button
986,initi watch work fine month stop work thought might batteri issu even batteri replac work intern part wheel made plastic outrsid look sturdi wast cheap product
987,use societi sinc mani yearsalway tast flavour
988,good
989,discount rs complaint amazon deliv peak covid thank deliveri person soap tri test one best avail india summer season deo
990,like day date system watch leather belt watch sogood belt could soft
991,air freshen smell good
992,veget fruit turn black next day uv treatment sure tube give access exposur worri good idea use veget sanit
993,good look premium dial bigger thought worth price probabl steal deal go
994,goid qualiti mix perfect fast servic amazon proud amazon buyer
995,good watch bought reason price sale
996,tasti tea use long
997,fastrack best amaz watch stylish also pure valu money
998,packag product cap shown pictur natur leak box sure origin item return polici understood natur product case option return damag product bought item cloudtail expect better experi
999,bitterresssssssstttt tast bitter sugarhav piec order finish month time eat medicin dark chocol loverslot miner good sourc antioxid lower bad cholesterol numer benefit googl friend good heart high bp diebet patient give father also may work antidepress sweetner nutrient rich food first day difficult eat good health wealth great work amul fit india movementdo discontinu product chocol amul like cocoa retain perman product pleas give micronutri inform also chocol
1000,good
1001,superb shampoo soft n delic hair use year
1002,receiv order that past one year mfg date current mfg date product send
1003,love light textur light scent excel result keep look youth cours miracl slow age process feel remov express line start show use quit almost year best product tri kind use makeup straight top fine
1004,overal good deal pack good swell due pressur buildup complaint got rs can highli recommend hope review help
1005,sexi smart watch mani new featur
1006,face wash amaz guy oili skin everi face break first time use within wash pimpl gone jock guy face wash wonder use two time daili wake morn go bed use two month singl pimpl past two month everi oili skin acn prone beauti recommend facewash
1007,love serious mean select sure got gf long time gf said u made good choic got happi n see happi becam happi thankzz amazon qualiti product
1008,matter think patanjali product good best ghee smell tast qualiti must everi kitchen
1009,classic watch formal occas satisfi qualiti product servic amazon
1010,goid qualiti mix perfect fast servic amazon proud amazon buyer
1011,look like tigress love
1012,good qualiti hard paneer
1013,sexi smart watch mani new featur
1014,good
1015,good
1016,overal happi product want maintain fresh toilet area make sure buy littl quantiti product last longer frank opinion complaint fragranc would sure love go check good product disappoint
1017,damag piec
1018,horribl product normal skin tend dri winter order march enjoy healthier skin search herbal product decid order regret skin rash happen daz use could infer rash becoz facewash skincar product read review plz dont wast ur money get trap market gimmick
1019,nice stylist belt excel found weight g buy actual weight g
1020,never use hair color white hair husband recommend streax hair color soft gel composit allow colour spread easili mild gentl hair say awesom use hair becom soft color also look natur
1021,love smell beauti product good packag thank amazon also
1022,use product yr product receiv diffrent smell consist doubt origin product ml usual ml
1023,scope provid jar quot use scope provid didnt receiv measur scope
1024,one best babi lotion market got rs himalaya need write anyth qualiti himalaya product alway best class
1025,ubtan facewash made turmer liquric extract excit use heard first time facewash ubtan help remov dead cell give glow skin help product repair sun damag tan protect skin tan
1026,great
1027,good great tast like buy market good qualiti fresh materi good pack bad point notic rate staroveral remark purchas without doubt like use see price amazon well market price
1028,good product
1029,seal cap open receiv also quantiti seem less actual written product seal open
1030,packet torn seem eaten eat shock see poor qualiti check deliveri kindli replac refund
1031,product detail imag soap cover differ imag look product imag upload imag old cinthol soap littl better cinthol soap scent also less old soap good price rang
1032,tea light flavour tast good peopl prefer strong flavour tea like
1033,good product winter extrem dri skin smell gud leav skin soft suppl n pea size product enough use wet face give littl lather good facewash price use one month
1034,exchang best price market everyth went well doubt fact product deliv promis date qualiti good
1035,flavour aroma amaz simpli mix water give thin consist mix spoon milk powder get thick milk feel like real tea also cheaper even wholesal pack compar compani
1036,prefer tata tea brook bond taj mahal mild tast fresh aroma give sooth effect relish small quantiti suffici make tea play around basic tea tast consum milk without itth issu packag would prefer plastic box packag price would actual help preserv aroma prevent moistur one best tea everyday use cheer
1037,excel dilut premix tri till time good test perfect differ found compar daili tea prepar tea milk sugar masala
1038,lot burn sensat definit chemic
1039,highest tfm content grade soap recommend doctor though nivea launch soap flagship india day back fact might beaten cinthol term qualiti price rang cinthol best qualiti soap determin tfm content almost nivea cinthol nivea also moistur skin within along cleans anyway best soap avail market littl price differ pleas use soap like pear fool indian custom lowest tfm content googl info
1040,superb love day start use work like charm skin soft new born babi receiv load compliment day day thank much himalaya herbal big thank amazon love pack packag product well time deliveri found review help pleas click help let know divin thank bless
1041,love serious mean select sure got gf long time gf said u made good choic got happi n see happi becam happi thankzz amazon qualiti product
1042,sheer wast money milk got curdl last two occas order appear deliv packet hot season without adequ precaut spoil milk although packet state refriger requir till open howev also mention packet store cool place thu careless transport ordinari vehicl hot weather bound advers impact milk
1043,tea great deliveri charg ruin whole tast feel iy aint orth mrp deliveri charg make doubl price thu worth
1044,product packag
1045,tata tea agni good look good less price option tea tea strong add larg qti make tea strong look price best price kg lowest market use last month recommend
1046,someon alreadi open
1047,go bought dad use year titan watch durabl mainten servic batteri hasnt die yet go price also reason
1048,tea great deliveri charg ruin whole tast feel iy aint orth mrp deliveri charg make doubl price thu worth
1049,super product
1050,awesom packag done amazon product review pro easi carri touch screen absolut smooth work mini safe primit touch screen run volt batteri well awesom develop design done great job creat sleek stylish safe con although safe look great much space place enough valuabl u place mobil wallet wristwatch space done inner layer safe made grossest materi rough scratch back side iphon place care wire safe done better default batteri provid gp volt alkalin batteri mine pretti much messyso sum fine product occasion use routin thrifti enough spend buck batteri stylish look
1051,easi oper instal head break thing repeat call godrej custom care final came day charg rupe instal good small stuff light weight henc need mount cupboard wall otherwis light enough carri run best thing got deal
1052,usele teadont know method
1053,terrif scent pinkish yellowish colour white colour feel long n last think packag design chang sure genuin product highli recommend go ur choic sandal good brand half price pond n santoor
1054,alway favourit accompani even tea
1055,omron digit thermomet offer safe accur quick temperatur read use last year elimin worri broken glass mercuri hazard use oral rectal underarm temperatur measur digit degre celciu degre fahrenheit display degre increment give pleasant beep measur complet auto function approxim minut use minut use
1056,antisept like regular dettol disinfect use mob floor use shave purpos
1057,himalaya babycar babi lotion special formul restor skin natur beauti great product enrich almond oil restor skin moistur oliv oil improv skin luster yashtimadhu countri mallow sooth skin contain herbal activ perfect babi skin highli recommend
1058,fragranc realli freshen aroma could felt even open parcel got
1059,know bottl duplic discount son daughter instant hair loss threw revert johnson hair loss stop anoth day use
1060,milk got spoil boil upto mark
1061,return product manufactur june buy nd oct expir one
1062,got deliveri day thank amazon realli appreci talk watch worth everi penni although littl heavi look killer go bought famili member like come year warranti pretti good
1063,love digit safe locker put import stuff insid box good thing bulki materi also good seem strong heavi easi instal mount fix put insid almera feel safer keep cash passport valuabl stuff lookwis also classi touch proper color led display work batteri power consumpt low set passcod digit like beep sound whenev press key addit also emerg key overal calm ever sinc digit safe arriv cours manag thing peac mind accord need earlier never ever use kind digit safe start use found exactli expect truli big valu money would highli recommend product everyon read review greet pleas click help button like review thank
1064,awesom product truli genuin good skin
1065,best alway
1066,start safe arriv low batteri messag mean could anyth els go get new batteri brand new item get thing order safe work well serv purpos howev manual provid obsolet instruct match product solut post onlin either want program safe figur custom servic personnel help either kept tri forc get technician come hous cost rs program devic complet defeat purpos onlin shop fall rather ridicul big brand like godrej case anyon els need program home code abl hope work instruct indic press actual mean lock instruct indic tri press clear everi time press got error messag go step list chang person code home mode need access program pg code mean differ featur program go step chang number suit get last digit instruct written book figur last digit chang go program chang last number abl go back chang person code home mode set password lock go back program chang last digit back origin good luck
1067,good
1068,okay product
1069,good product like
1070,bad product hair fall increas much order shampoo mask oil noth stop hairfallaft wash hair fall badli
1071,one best product highli recommend
1072,though pricey qualiti come price free chemic healthi option skin give result acn prone face day cleans face well quantiti requir also less b face wash year come
1073,nice good fragranc use hair wow smooth overal good
1074,mom favorit brand godrej wife choos model buy one recent receiv product amazon deliveri good deliveri boy never ask money realli good profession buy verifi price local also godrej shop price product rupe amazon get k suggest never buy product local shop also pay extra money toli vara deliveri charg might give extra ice tray still amazon best pro con providepro beautyful colorful look direct cool larg veget rack absolut zero nois con backsid open remov water store clean water one ice tray ice lover feel sad recent get one review post anoth review use month till stay tune search read review
1075,new mom trust everi second import societi one minut tea save lot time wait tea boil anyth cup hot water tea bag need
1076,good product
1077,love product comparison right market flavour chocol milk drink hershey chocol syrup come close expens differ purpos
1078,nice dial look awesom like much
1079,soap feel good appear bit hard although price wise cheap person like
1080,good qualiti rate less
1081,great shampoo sulfat free mild sooth fragranc make sure take lot usual feel suffici also rub palm togeth creat soft lather rub scalp hair import realli use curli hair gentl enough littl one
1082,fastrack best amaz watch stylish also pure valu money
1083,big fan mama earth product gener place order nykaa time thought give tri amazon highli disappoint product seem like copi product origin mama earth scent bad cream broke badli like origin product expect product pricier side
1084,curli hair recov heat damag henc went natur month ago need cg friendli shampoo one job consist thick like shampoo clear liquid sinc babi shampoo adult may requir good ml shampoo one time use given price worth leav hair scalp feel clean
1085,product himalaya babi product good par johnson product almost half price babi powder except although use calm j j babi smell smell seem like good enough overal product job packag need littl improv packag crush product safe deliveri alway time
1086,good
1087,bad product code work suddenli tri open overrid key n open tri call custom care n say charg rs technician visit month bought bad product
1088,receiv can coke one seem lighter normal immedi clear lesser liquid check damag leakag none post photograph defect normal one weight display clear indic would like emphas damag photograph edit
1089,awesom product worth price conveni tast amaz
1090,bought hair oil view mani good comment product good enough first expens second thing amount product low half bottl ye bottl complet fill oil cheat custom mamaearth trust fool peopl know brand good enough go buy product brand thumb mamaearth onion oil
1091,titen watch good ladher belt qualiti poor length short ladher belt crack month
1092,guy cant believ realli work face like magic love memaearth bye bye one see n pic much differ brought feb march month face spot lighten n face becam fair n dark spot r less love memaearth plz go n tri valu money
1093,fast absorb non greasi face serum turmer properti work well radiant skin vitamin c antioxid properti support well reduc acn dark spot use last day far realli work well say actual result soon need wait least day check actual result face brighten fine line reduct
1094,person feedback per prefer bought watch along chap watch found overal look function chap better one dial look much attract look feel bulki big also big bezel steal away look although overal qualiti superb doubt watch titan decid urself attach coupl pictur justifi feedback
1095,use godrej soap long time fragranc soap realli good refresh fragranc last long bath bath skin becom soft smooth soap amazon pack deliveri realli good got soap good deal soap manufactur date best month date pkd best soap best deal simpli go without think twice pack soap qualiti fragranc deliveri overal
1096,love minut noodl pro broken deliveri doesnt realli matter sinc prefer break piec anyway cook famili big pack realli cost effect nestl maggi around mani decad childhood consist even brave recent question rais qualiti product masala tast ever tasti cook realli fast ok let say min con though maggi come atta noodl healthier maggi atta maggi quiet expens normal maggi wish oat atta maggi would cheaper
1097,use red label sinc age time back switch tata gold tea reason must say tata gold way cheaper test much batter red label also quantiti requir make cup tea lesser compar red label reason switch tata gold controversi advertis red label said peopl go kumbh mela abandon old age parent thse mnc come india make money us mock us toler support indian brand like tata patanjali dabur etc
1098,order got defect piec frequent impair mobil discrep sleep movement track horribl interfac bought product parent want made india product guess product made china great work fastrack titan would given zero star possibl could
1099,truli good deal market price per gram around flavor extrem good quit strong come special milk tea ask packag qualiti say amazon much disappoint first time parcel via singl poli bag cardboard box provid expect amazon luckili receiv packag good condit
1100,good long last depend u r sweat heee
1101,first made china product expect godrej safe arriv dent chip paint two place manual product obsolet instruct indic program lock key key pad door align total dissatisfi product qualiti
1102,averag
1103,best soap avail use decad move one ever
1104,review ctc tea tricki everyon prefer flavour profil one becom accustom often determin one react new tea purpos make milk tea particular brand quit good strong combin good colour definit pleas fragranc tast firm overpow good option someon use tee leav made like wagh bakri slightli liquor wagh bakhri fragranc spectrum bit wider type like tata agni similar robust bolder tea leav may look price point higher side may factor mani said enjoy one good cup day worthi buy recommend certainli worth tri especi like good develop flavour cuppa
1105,felt burn eyebrow face wash cool pefum awesom got amazon offer
1106,sent look like fake product lump plu foul smell come pleas take back refund money
1107,back ground grey color dial shown pitcher receiv gray shade entirli blue expect
1108,packet torn seem eaten eat shock see poor qualiti check deliveri kindli replac refund
1109,nice flavor melt easili perfect slice make pizza
1110,bad product worth zero star entir soap turn pasti mass one time use worth buy product second day onward one scoop hand like cream appli babi bad manufactur process soap better market form liquid bodi wash moreov soapi feel go bodi rins worst teddi bar similar outcom better dermadew found best trial find good soap babi
1111,realli like pack soap rememb soon unpack surpris fresh smell come amaz soap foam feel soft rich white moistur skin perfectli oili skin want soap balanc skin moistur moistur dri skin soap pretti much also last good time also soap give foam capabl soon becom small one still give great lather would recommend everyon
1112,awssm valu money realli happi
1113,issu qualiti ghee litr ghee suppos consum span month product sent made dec alreadi month pass mean consum litr ghee span two month expect fresh packet disappoint seller
1114,nice product cool look must buy everyon prefer buy k
1115,good
1116,someth wrong product current use sinc year nd love latest batch deliv seem fake qualiti deterior scent goe decreas time use soap toward end feel smell like ordinari soap disappoint miss pure older millennium soap
1117,wast money buy result
1118,good buy good product best tooti frooti bought till
1119,love face wash nice clean feel post use mostli use high end face product coz dri skin usual get market oili skin new fav well done himalaya
1120,product smell similar navarathna hair oil strong oil sticki appli three drop oil review usag month worst product hair fall increas lot brought product watch youtub influenc mumbaik nikhil total misguid never take suggest influenc use sinc month result lose hair mama earth wast money well damag hair better provid solut return money
1121,tri product majorli name ingredi first time compani abl get product base ancient secret recip dadi nani person like super dri skin perfect product hydrat skin thoroughli give instant fresh like way ubtan give good super dri super sensit skin love product kudo mamaearth amaz thought behind product
1122,rich purpl red hu work semi permanenti realli dislik smell strong
1123,look realli nice great wear formal surpris gift satisfi product
1124,nice
1125,use product time roommat plan order use forget time final well last month use experi product use everi night get shower morn pro oil non greasi pretti light good smell pungent awkward fragranc hair lump togeth hair oil product give pretti good shine dark color help dandruff hairfal hairloss dens hair presenc scalp visibl time look pretti dens con find anyth alli recommend peopl hairfal issu
1126,soap realli hard find unless live certain part find love antibacteri properti soap keep skin realli clean summer work wonder peopl like suffer hidraden smell bit put basic smell like pine sol linger skin definetli worth tri
1127,got littl less valu money price
1128,name speak
1129,godrej lime valu money soap soap gm soap sold bundl soap dissolv less water ensur last long refresh lemon fragranc good hot summer day
1130,use gel night cream quit happi make beauti queen overnight moistur skin non intrus way that need impact short time would natur good replenish especi summer thing think improv chang packag use bit high qualiti one cap quit sharp open close hurt oper care secondli tube usual habitu keep tube invert cap take gel open cap hard cap thick gel work conjunct open jerk throw gel around wast well mess thing around time open cap cap top invert tube take learnt mess much care patanjali sure need work packag front gel
1131,good bt last day everi month show incorrect date
1132,godrej sandal turmer soap extrem valu money dissolv easili water result greater longev sandal fragranc subtl keep fresh bath packag includ soap gm thank amazon pantri safe time deliveri
1133,daughter love drink tast delici n healthi
1134,favorit premix masala tea wish polici limit quantiti product per custom remov
1135,plenti brand similar dettol question whether trust home product use mixtur water rins cloth mop floor spray liquid disinfect also part first aid box fresh lime fragranc smell great
1136,chocol melt transit bhubaneswar melt transit bengaluru either love dark chocol eat comfort till amul want tri ultim found littl bitter tast use make hot chocol tast much better hershey chop chocol small piec stir milk
1137,use taj mahal tea year sinc qualiti taj mahal tea gone tremend ga stomach problem consum taj mahal tea want shift better tea find lot differ brand assur best tea india alway buy tast awesom drawback put lot tea use drink strong tea otherwis awesom
1138,bought take abroad wife want unfortun trip postpon covid can not comment tast yet though found kg packet cost rs g packet cost rs
1139,reciev defect product option replac simpli wast money seller amazon take respons defect product custom respons defect product receiv craplooklik amazon cheat custom put crap rule find time run behind consum forum amazon take advantag
1140,ive reciv love watch like much comfort watch usual get littl much dipress buc hair get stuck chain abl situat walk hit hand get pain happi reciev watch earli
1141,alway purchas tata agni leaf tea could observ qualiti tast differ lot time qualiti mark much differ previou current tata agni tea purchas go forward go buy tea wast money sure buyer observ
1142,tast better competitor kid love britannia go chees milki mist
1143,use variou brand avail market bit never satisfi everi time use purchas differ product time decid purchas product write review use product tri product recommend tri go subscrib product found made product scent excel keep fresh issu skin give startfm content determin qualiti soap high tfm
1144,fresh qualiti tee leav
1145,wast moneyi like think old stock
1146,ok
1147,good usual
1148,good watch bought reason price sale
